광역시도,시군구,행정구,구분,합계,15세미만,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85세이상
광주, 남구,,남자,100399,14352,5425,5681,6637,5501,7633,7784,8711,8211,8004,7356,5158,4289,3187,1687,783
광주, 남구,,여자,108734,13960,5732,6894,6312,5510,7927,7983,9007,8783,9072,8286,5968,5096,3976,2525,1703
광주, 북구,,계,422264,54761,22847,28071,30198,25123,31631,31090,36739,36921,36166,29784,19911,15966,11940,7034,4082
광주, 북구,,남자,208100,28418,11538,13047,15931,12858,16249,15707,18111,18171,17611,14407,9533,7409,5151,2733,1226
광주, 북구,,여자,214164,26343,11309,15024,14267,12265,15382,15383,18628,18750,18555,15377,10378,8557,6789,4301,2856
광주, 광산구,,계,392634,68383,24593,25604,25654,23001,34143,36365,40881,34500,26976,18569,11064,8992,7030,4367,2512
광주, 광산구,,남자,195701,35186,12236,11738,13363,11637,16919,17906,20875,17678,14512,9460,5216,4088,2762,1480,645
광주, 광산구,,여자,196933,33197,12357,13866,12291,11364,17224,18459,20006,16822,12464,9109,5848,4904,4268,2887,1867
대전,소계,,계,1420059,188996,76028,97373,103601,88788,107182,107948,127004,121535,116369,98441,64487,47082,37396,23799,14030
대전,소계,,남자,704772,97296,38903,46855,55538,46633,54110,53437,63179,60049,57427,48190,31089,22202,16184,9267,4413
대전,소계,,여자,715287,91700,37125,50518,48063,42155,53072,54511,63825,61486,58942,50251,33398,24880,21212,14532,9617
대전, 동구,,계,221955,25411,11844,18349,14709,11641,15248,15456,17942,17749,18632,17190,12422,9637,8154,4867,2704
대전, 동구,,남자,111143,13131,6000,9073,8195,6265,7943,7956,9422,8937,9247,8280,5900,4456,3544,1890,904
대전, 동구,,여자,110812,12280,5844,9276,6514,5376,7305,7500,8520,8812,9385,8910,6522,5181,4610,2977,1800
대전, 중구,,계,227181,26598,11329,12885,14761,11930,15231,16574,19901,19551,19285,17968,13147,10776,8568,5538,3139
대전, 중구,,남자,110975,13592,5806,5929,7610,6163,7636,8281,10084,9710,9430,8612,6059,5014,3731,2269,1049
대전, 중구,,여자,116206,13006,5523,6956,7151,5767,7595,8293,9817,9841,9855,9356,7088,5762,4837,3269,2090
대전, 서구,,계,463747,62917,26013,32330,36179,30571,35687,35475,42432,39875,37331,30726,19524,13556,10334,6666,4131
대전, 서구,,남자,226805,32354,13345,15140,18412,15773,17687,17130,20405,19210,18072,14962,9469,6436,4553,2589,1268
대전, 서구,,여자,236942,30563,12668,17190,17767,14798,18000,18345,22027,20665,19259,15764,10055,7120,5781,4077,2863
대전, 유성구,,계,336354,54651,17569,21732,26228,25634,30152,28448,31109,27699,24967,19081,10868,6961,5320,3579,2356
대전, 유성구,,남자,170005,28271,9030,10839,14622,13555,15185,13990,15392,13768,12569,9642,5502,3401,2257,1295,687
대전, 유성구,,여자,166349,26380,8539,10893,11606,12079,14967,14458,15717,13931,12398,9439,5366,3560,3063,2284,1669
대전, 대덕구,,계,170822,19419,9273,12077,11724,9012,10864,11995,15620,16661,16154,13476,8526,6152,5020,3149,1700
대전, 대덕구,,남자,85844,9948,4722,5874,6699,4877,5659,6080,7876,8424,8109,6694,4159,2895,2099,1224,505
대전, 대덕구,,여자,84978,9471,4551,6203,5025,4135,5205,5915,7744,8237,8045,6782,4367,3257,2921,1925,1195
울산,소계,,계,1083587,157177,51091,55478,69939,66609,89091,85279,99135,105180,100635,80066,49374,31887,22568,12790,7288
울산,소계,,남자,550333,81330,26722,28762,38559,35292,45724,43662,48758,52620,51647,40315,24812,15807,9842,4570,1911
울산,소계,,여자,533254,75847,24369,26716,31380,31317,43367,41617,50377,52560,48988,39751,24562,16080,12726,8220,5377
울산, 중구,,계,212450,27526,9492,10802,13661,11982,16014,15644,18873,20755,20831,17536,11559,7667,5568,3012,1528
울산, 중구,,남자,106869,14439,5000,5621,7482,6278,8199,8067,9238,10178,10472,8540,5677,3692,2414,1143,429
울산, 중구,,여자,105581,13087,4492,5181,6179,5704,7815,7577,9635,10577,10359,8996,5882,3975,3154,1869,1099
울산, 남구,,계,307294,38428,15460,18105,22394,19067,23012,22376,29447,31677,29610,23299,14388,9035,6040,3255,1701
울산, 남구,,남자,155232,19880,8172,9402,12472,10205,11758,10990,13927,15749,15008,11614,7177,4478,2737,1195,468
울산, 남구,,여자,152062,18548,7288,8703,9922,8862,11254,11386,15520,15928,14602,11685,7211,4557,3303,2060,1233
울산, 동구,,계,151207,23916,6605,6565,8676,10076,14454,12503,12168,12353,14022,12772,7617,4579,2723,1396,782
울산, 동구,,남자,77870,12381,3385,3328,4759,5482,7710,6701,6431,6115,6736,6501,3956,2449,1271,492,173
울산, 동구,,여자,73337,11535,3220,3237,3917,4594,6744,5802,5737,6238,7286,6271,3661,2130,1452,904,609
울산, 북구,,계,205269,37988,9410,9998,13321,14249,20337,18387,18241,19962,17315,10842,5970,3823,2754,1656,1016
울산, 북구,,남자,104664,19502,4930,5185,7214,7303,10173,9611,8855,9936,9457,5671,3059,1820,1179,522,247
울산, 북구,,여자,100605,18486,4480,4813,6107,6946,10164,8776,9386,10026,7858,5171,2911,2003,1575,1134,769
울산, 울주군,,계,207367,29319,10124,10008,11887,11235,15274,16369,20406,20433,18857,15617,9840,6783,5483,3471,2261
울산, 울주군,,남자,105698,15128,5235,5226,6632,6024,7884,8293,10307,10642,9974,7989,4943,3368,2241,1218,594
울산, 울주군,,여자,101669,14191,4889,4782,5255,5211,7390,8076,10099,9791,8883,7628,4897,3415,3242,2253,1667
세종,소계,,계,321495,67307,14936,15223,18860,24369,34615,32099,28878,21464,18885,15632,10036,7025,5656,3830,2680
세종,소계,,남자,159457,34159,7384,7336,9454,11758,16791,16043,15273,11117,9579,7766,4855,3339,2420,1416,767
세종,소계,,여자,162038,33148,7552,7887,9406,12611,17824,16056,13605,10347,9306,7866,5181,3686,3236,2414,1913
세종, 세종시,,계,321495,67307,14936,15223,18860,24369,34615,32099,28878,21464,18885,15632,10036,7025,5656,3830,2680
세종, 세종시,,남자,159457,34159,7384,7336,9454,11758,16791,16043,15273,11117,9579,7766,4855,3339,2420,1416,767
세종, 세종시,,여자,162038,33148,7552,7887,9406,12611,17824,16056,13605,10347,9306,7866,5181,3686,3236,2414,1913
경기,소계,,계,12437493,1780295,618620,670267,853024,809456,1046370,1027268,1161425,1087603,1024664,819471,511765,394666,310540,200400,121659
경기,소계,,남자,6186317,912898,314381,312258,445138,414592,531262,518975,585812,542592,517387,408870,247975,184317,134215,77861,37784
경기,소계,,여자,6251176,867397,304239,358009,407886,394864,515108,508293,575613,545011,507277,410601,263790,210349,176325,122539,83875
경기, 수원시,소계,계,1135358,158249,59415,70240,93957,82625,97536,94055,104614,99866,90931,66430,40277,30043,22987,14744,9389
경기, 수원시,소계,남자,565728,81490,30411,32716,49813,43088,49544,47371,52198,48749,45974,33130,19354,13960,9697,5490,2743
경기, 수원시,소계,여자,569630,76759,29004,37524,44144,39537,47992,46684,52416,51117,44957,33300,20923,16083,13290,9254,6646
경기, 수원시, 장안구,계,262957,33148,14970,17775,20325,14990,18365,20450,25477,25346,22674,16863,10534,8217,6633,4422,2768
경기, 수원시, 장안구,남자,130792,17081,7759,8738,11095,7958,9158,10065,12568,12372,11452,8371,5023,3754,2832,1713,853
경기, 수원시, 장안구,여자,132165,16067,7211,9037,9230,7032,9207,10385,12909,12974,11222,8492,5511,4463,3801,2709,1915
경기, 수원시, 권선구,계,356678,50258,16921,20879,28338,26838,33051,28945,30776,31473,29983,22248,13252,9538,6882,4442,2854
경기, 수원시, 권선구,남자,178020,25858,8684,9541,14747,13844,17168,15072,15537,15087,15020,11071,6457,4544,2935,1634,821
경기, 수원시, 권선구,여자,178658,24400,8237,11338,13591,12994,15883,13873,15239,16386,14963,11177,6795,4994,3947,2808,2033
경기, 수원시, 팔달구,계,166215,16379,7653,10471,14686,11957,12569,12214,14667,14602,14902,12118,8083,6253,4909,2981,1771
경기, 수원시, 팔달구,남자,82671,8354,3899,4763,7841,6436,6604,6197,7509,7272,7469,5906,3830,2871,2074,1136,510
경기, 수원시, 팔달구,여자,83544,8025,3754,5708,6845,5521,5965,6017,7158,7330,7433,6212,4253,3382,2835,1845,1261
경기, 수원시, 영통구,계,349508,58464,19871,21115,30608,28840,33551,32446,33694,28445,23372,15201,8408,6035,4563,2899,1996
경기, 수원시, 영통구,남자,174245,30197,10069,9674,16130,14850,16614,16037,16584,14018,12033,7782,4044,2791,1856,1007,559
경기, 수원시, 영통구,여자,175263,28267,9802,11441,14478,13990,16937,16409,17110,14427,11339,7419,4364,3244,2707,1892,1437
경기, 성남시,소계,계,880859,108576,43241,47456,65939,61621,70950,69264,82756,76403,74224,62279,39835,30935,23320,14587,9473
경기, 성남시,소계,남자,431964,55692,21955,21519,33654,31376,35540,34094,41013,37791,36310,30760,19104,14192,10327,5760,2877
경기, 성남시,소계,여자,448895,52884,21286,25937,32285,30245,35410,35170,41743,38612,37914,31519,20731,16743,12993,8827,6596
경기, 성남시, 수정구,계,221396,23310,8983,13325,17567,15641,18042,16594,18739,18670,19977,17399,11826,9013,6628,3669,2013
경기, 성남시, 수정구,남자,110653,11847,4574,6184,9302,8353,9499,8782,9794,9376,9910,8431,5592,4125,2904,1422,558
경기, 성남시, 수정구,여자,110743,11463,4409,7141,8265,7288,8543,7812,8945,9294,10067,8968,6234,4888,3724,2247,1455
경기, 성남시, 중원구,계,208514,21622,9174,12024,16630,14510,16409,14917,17906,18669,19682,16800,10831,8169,5917,3353,1901
경기, 성남시, 중원구,남자,104312,11101,4654,5586,8763,7773,8650,7837,9331,9274,9578,8333,5237,3864,2561,1267,503
경기, 성남시, 중원구,여자,104202,10521,4520,6438,7867,6737,7759,7080,8575,9395,10104,8467,5594,4305,3356,2086,1398
경기, 성남시, 분당구,계,450949,63644,25084,22107,31742,31470,36499,37753,46111,39064,34565,28080,17178,13753,10775,7565,5559
경기, 성남시, 분당구,남자,216999,32744,12727,9749,15589,15250,17391,17475,21888,19141,16822,13996,8275,6203,4862,3071,1816
경기, 성남시, 분당구,여자,233950,30900,12357,12358,16153,16220,19108,20278,24223,19923,17743,14084,8903,7550,5913,4494,3743
경기, 의정부시,,계,425099,53938,21361,24667,29774,25179,32540,31860,39502,38477,36898,30232,19375,15949,12943,8019,4385
경기, 의정부시,,남자,207441,27800,10740,11029,15075,12602,16595,15962,19491,18669,18299,14803,9122,7154,5534,3136,1430
경기, 의정부시,,여자,217658,26138,10621,13638,14699,12577,15945,15898,20011,19808,18599,15429,10253,8795,7409,4883,2955
경기, 안양시,소계,계,538146,65873,27730,31385,39953,36727,41030,39615,49198,49233,49420,40196,24182,16955,12833,8453,5363
경기, 안양시,소계,남자,263737,33823,14026,14476,20654,18894,20867,19464,23769,23633,23971,19904,12137,7951,5492,3126,1550
경기, 안양시,소계,여자,274409,32050,13704,16909,19299,17833,20163,20151,25429,25600,25449,20292,12045,9004,7341,5327,3813
경기, 안양시, 만안구,계,232970,24858,10470,14122,18026,15918,17661,15845,19204,21071,22626,19092,12120,8756,6623,4176,2402
경기, 안양시, 만안구,남자,115363,12797,5237,6531,9442,8294,9327,8250,9476,10079,11113,9362,6068,4151,2911,1599,726
경기, 안양시, 만안구,여자,117607,12061,5233,7591,8584,7624,8334,7595,9728,10992,11513,9730,6052,4605,3712,2577,1676
경기, 안양시, 동안구,계,305176,41015,17260,17263,21927,20809,23369,23770,29994,28162,26794,21104,12062,8199,6210,4277,2961
경기, 안양시, 동안구,남자,148374,21026,8789,7945,11212,10600,11540,11214,14293,13554,12858,10542,6069,3800,2581,1527,824
경기, 안양시, 동안구,여자,156802,19989,8471,9318,10715,10209,11829,12556,15701,14608,13936,10562,5993,4399,3629,2750,2137
경기, 부천시,,계,789832,94025,37079,46351,60581,54280,63933,58858,69123,71132,75408,61680,36198,24576,18044,11372,7192
경기, 부천시,,남자,388300,48179,18711,21348,30966,27738,32557,29746,34233,33973,36794,30512,17911,11909,7617,4017,2089
경기, 부천시,,여자,401532,45846,18368,25003,29615,26542,31376,29112,34890,37159,38614,31168,18287,12667,10427,7355,5103
경기, 광명시,,계,300735,40504,15463,15806,19681,19375,24636,24876,28458,26160,24870,21874,13955,9947,7550,4653,2927
경기, 광명시,,남자,146975,20703,7835,7361,10165,9756,12366,12210,14105,12932,12162,10409,6708,4641,3162,1658,802
경기, 광명시,,여자,153760,19801,7628,8445,9516,9619,12270,12666,14353,13228,12708,11465,7247,5306,4388,2995,2125
경기, 평택시,,계,477029,71626,23110,25745,33865,32631,41149,40661,44809,41381,37355,28283,17825,13947,11858,8189,4595
경기, 평택시,,남자,243253,36662,11774,12473,18597,17682,21677,21280,23477,21280,19580,14359,8527,6410,4977,3080,1418
경기, 평택시,,여자,233776,34964,11336,13272,15268,14949,19472,19381,21332,20101,17775,13924,9298,7537,6881,5109,3177
경기, 동두천시,,계,87789,10902,4123,4550,5146,4452,5847,6249,7796,7727,7630,6832,4562,4262,3925,2490,1296
경기, 동두천시,,남자,43473,5545,2024,2245,2783,2345,2916,3235,4007,4100,3902,3407,2141,1840,1573,968,442
경기, 동두천시,,여자,44316,5357,2099,2305,2363,2107,2931,3014,3789,3627,3728,3425,2421,2422,2352,1522,854
경기, 안산시,소계,계,621999,74615,35163,43225,51411,39404,44972,47016,61528,64750,58223,39790,21374,15213,12186,8256,4873
경기, 안산시,소계,남자,314042,38227,17797,20200,27528,21382,23830,23870,30388,32155,30609,20992,10679,7100,4979,2892,1414
경기, 안산시,소계,여자,307957,36388,17366,23025,23883,18022,21142,23146,31140,32595,27614,18798,10695,8113,7207,5364,3459
경기, 안산시, 상록구,계,329833,38580,18712,23949,27554,19958,22971,24474,32626,34626,30649,20933,11376,8595,7152,4797,2881
경기, 안산시, 상록구,남자,165899,19732,9478,11200,14826,10815,12077,12422,16095,17137,16142,10993,5625,3932,2862,1697,866
경기, 안산시, 상록구,여자,163934,18848,9234,12749,12728,9143,10894,12052,16531,17489,14507,9940,5751,4663,4290,3100,2015
경기, 안산시, 단원구,계,292166,36035,16451,19276,23857,19446,22001,22542,28902,30124,27574,18857,9998,6618,5034,3459,1992
경기, 안산시, 단원구,남자,148143,18495,8319,9000,12702,10567,11753,11448,14293,15018,14467,9999,5054,3168,2117,1195,548
경기, 안산시, 단원구,여자,144023,17540,8132,10276,11155,8879,10248,11094,14609,15106,13107,8858,4944,3450,2917,2264,1444
경기, 고양시,소계,계,989000,129295,51331,53410,69185,59783,74046,77558,99235,94845,88105,65670,37570,30968,27214,19120,11665
경기, 고양시,소계,남자,478815,66005,26186,24230,34251,29478,36141,37377,47678,45922,44088,33367,18196,13580,11128,7359,3829
경기, 고양시,소계,여자,510185,63290,25145,29180,34934,30305,37905,40181,51557,48923,44017,32303,19374,17388,16086,11761,7836
경기, 고양시, 덕양구,계,434496,56537,19799,22649,30034,27951,35059,34125,40319,39275,38233,30154,18380,15322,13027,8643,4989
경기, 고양시, 덕양구,남자,212696,28756,10082,10543,15170,13979,17625,17085,20100,19108,19211,15074,8804,6810,5412,3339,1598
경기, 고양시, 덕양구,여자,221800,27781,9717,12106,14864,13972,17434,17040,20219,20167,19022,15080,9576,8512,7615,5304,3391
경기, 고양시, 일산동구,계,274192,33905,14598,15378,20644,16620,19534,21445,28791,27241,25232,18127,9853,7654,6932,5008,3230
경기, 고양시, 일산동구,남자,131746,17461,7451,6796,9995,8115,9261,10116,13535,13117,12537,9250,4951,3316,2849,1938,1058
경기, 고양시, 일산동구,여자,142446,16444,7147,8582,10649,8505,10273,11329,15256,14124,12695,8877,4902,4338,4083,3070,2172
경기, 고양시, 일산서구,계,280312,38853,16934,15383,18507,15212,19453,21988,30125,28329,24640,17389,9337,7992,7255,5469,3446
경기, 고양시, 일산서구,남자,134373,19788,8653,6891,9086,7384,9255,10176,14043,13697,12340,9043,4441,3454,2867,2082,1173
경기, 고양시, 일산서구,여자,145939,19065,8281,8492,9421,7828,10198,11812,16082,14632,12300,8346,4896,4538,4388,3387,2273
경기, 과천시,,계,52389,6923,3020,2868,3439,3245,3644,3562,5007,4980,4646,3720,2330,1743,1482,1038,742
경기, 과천시,,남자,25565,3644,1560,1345,1753,1636,1857,1655,2389,2392,2287,1885,1122,800,611,406,223
경기, 과천시,,여자,26824,3279,1460,1523,1686,1609,1787,1907,2618,2588,2359,1835,1208,943,871,632,519
경기, 구리시,,계,187625,24519,9243,10687,13044,11349,15251,14710,17351,17551,16995,13240,8187,6130,4818,2881,1669
경기, 구리시,,남자,91954,12779,4575,4860,6571,5695,7668,7359,8424,8381,8445,6670,4009,2810,2067,1117,524
경기, 구리시,,여자,95671,11740,4668,5827,6473,5654,7583,7351,8927,9170,8550,6570,4178,3320,2751,1764,1145
경기, 남양주시,,계,658410,103375,34132,33072,36729,34567,54505,58590,64319,56520,52238,43506,29053,23095,17969,10702,6038
경기, 남양주시,,남자,324619,53162,17348,15214,18746,16995,26410,29076,32791,28424,26453,21257,13723,10820,7985,4349,1866
경기, 남양주시,,여자,333791,50213,16784,17858,17983,17572,28095,29514,31528,28096,25785,22249,15330,12275,9984,6353,4172
경기, 오산시,,계,215639,37283,10865,11411,15452,16461,22904,20631,19845,16754,14294,10668,6578,5008,3898,2390,1197
경기, 오산시,,남자,110191,19134,5487,5339,8488,8694,12077,10945,10371,8620,7331,5260,3164,2332,1628,943,378
경기, 오산시,,여자,105448,18149,5378,6072,6964,7767,10827,9686,9474,8134,6963,5408,3414,2676,2270,1447,819
경기, 시흥시,,계,451166,69355,23237,25909,32162,30843,41890,39872,43980,43213,37370,24987,13366,9605,7589,4927,2861
경기, 시흥시,,남자,232951,35377,11981,12508,17464,16351,22209,21456,22907,22198,20250,13259,6840,4464,3145,1733,809
경기, 시흥시,,여자,218215,33978,11256,13401,14698,14492,19681,18416,21073,21015,17120,11728,6526,5141,4444,3194,2052
경기, 군포시,,계,261123,34523,13641,14282,18849,17968,20725,19943,24224,23425,23390,18412,10537,7804,6190,4304,2906
경기, 군포시,,남자,128228,17733,6880,6640,9698,9304,10579,9810,11748,11314,11393,9062,5244,3630,2578,1621,994
경기, 군포시,,여자,132895,16790,6761,7642,9151,8664,10146,10133,12476,12111,11997,9350,5293,4174,3612,2683,1912
경기, 의왕시,,계,150673,19070,7182,8961,10661,9473,11184,10690,13177,14101,14568,12059,6820,4861,3684,2474,1708
경기, 의왕시,,남자,74450,9848,3605,4135,5705,4929,5703,5440,6297,6840,7024,6037,3486,2342,1624,933,502
경기, 의왕시,,여자,76223,9222,3577,4826,4956,4544,5481,5250,6880,7261,7544,6022,3334,2519,2060,1541,1206
경기, 하남시,,계,254528,40534,9817,10873,16242,18306,26325,23063,21258,18976,19730,18105,12137,8626,5350,3123,2063
경기, 하남시,,남자,126779,20791,4970,4968,8253,9095,13256,12036,11122,9380,9440,8734,5983,4461,2511,1220,559
경기, 하남시,,여자,127749,19743,4847,5905,7989,9211,13069,11027,10136,9596,10290,9371,6154,4165,2839,1903,1504
경기, 용인시,소계,계,989764,159822,52741,52803,59130,58224,85116,89994,99875,82700,68578,54940,39866,34377,26477,15662,9459
경기, 용인시,소계,남자,487529,81917,26881,24324,30464,28844,41543,43907,49922,41738,34913,26536,18132,15623,12498,6980,3307
경기, 용인시,소계,여자,502235,77905,25860,28479,28666,29380,43573,46087,49953,40962,33665,28404,21734,18754,13979,8682,6152
경기, 용인시, 처인구,계,237751,33647,11249,14312,15533,14207,19656,19554,21475,20666,19594,15896,10734,8106,6333,4149,2640
경기, 용인시, 처인구,남자,120595,17326,5828,6975,8390,7590,10108,10240,11117,10477,10129,8002,5189,3904,2787,1690,843
경기, 용인시, 처인구,여자,117156,16321,5421,7337,7143,6617,9548,9314,10358,10189,9465,7894,5545,4202,3546,2459,1797
경기, 용인시, 기흥구,계,408613,69565,21762,20846,23292,23904,36430,38333,42551,33805,26786,21634,15733,13765,10519,6080,3608
경기, 용인시, 기흥구,남자,200436,35778,11085,9477,11987,11724,17614,18629,21222,17018,13455,10257,7065,6174,4962,2704,1285
경기, 용인시, 기흥구,여자,208177,33787,10677,11369,11305,12180,18816,19704,21329,16787,13331,11377,8668,7591,5557,3376,2323
경기, 용인시, 수지구,계,343400,56610,19730,17645,20305,20113,29030,32107,35849,28229,22198,17410,13399,12506,9625,5433,3211
경기, 용인시, 수지구,남자,166498,28813,9968,7872,10087,9530,13821,15038,17583,14243,11329,8277,5878,5545,4749,2586,1179
경기, 용인시, 수지구,여자,176902,27797,9762,9773,10218,10583,15209,17069,18266,13986,10869,9133,7521,6961,4876,2847,2032
경기, 파주시,,계,420588,67986,21129,19577,25531,27159,36378,35114,39862,34482,31555,25987,16423,14283,12357,8012,4753
경기, 파주시,,남자,209760,34779,10784,9247,12848,13934,18815,17666,20575,17901,16172,12865,7777,6469,5210,3173,1545
경기, 파주시,,여자,210828,33207,10345,10330,12683,13225,17563,17448,19287,16581,15383,13122,8646,7814,7147,4839,3208
경기, 이천시,,계,200370,30184,9660,10364,13349,12953,16060,16023,17330,16930,16689,13633,8693,6601,5597,3904,2400
경기, 이천시,,남자,101752,15605,5012,4981,7372,6594,8672,8009,9085,8621,8591,7043,4267,3193,2417,1529,761
경기, 이천시,,여자,98618,14579,4648,5383,5977,6359,7388,8014,8245,8309,8098,6590,4426,3408,3180,2375,1639
경기, 안성시,,계,174023,23264,8154,9815,10344,9759,13357,13430,15156,14795,14717,12861,8923,6842,5802,4255,2549
경기, 안성시,,남자,88473,11940,4174,4670,5852,5253,7109,7107,7981,7788,7601,6444,4426,3250,2449,1646,783
경기, 안성시,,여자,85550,11324,3980,5145,4492,4506,6248,6323,7175,7007,7116,6417,4497,3592,3353,2609,1766
경기, 김포시,,계,410416,73839,17786,16119,22573,26657,42406,39941,36661,30887,29326,25115,16655,13318,9619,5917,3597
경기, 김포시,,남자,203616,37643,9001,7461,11358,12701,20889,20601,19183,15536,14961,12187,7912,6422,4237,2393,1131
경기, 김포시,,여자,206800,36196,8785,8658,11215,13956,21517,19340,17478,15351,14365,12928,8743,6896,5382,3524,2466
경기, 화성시,,계,768956,151828,36823,34020,49082,61049,85123,77843,70321,55783,47309,35727,22473,16372,12079,8144,4980
경기, 화성시,,남자,393408,77527,18515,16088,26545,31275,43698,41144,37594,29617,24803,17910,10950,7922,5208,3152,1460
경기, 화성시,,여자,375548,74301,18308,17932,22537,29774,41425,36699,32727,26166,22506,17817,11523,8450,6871,4992,3520
경기, 광주시,,계,350406,51199,14877,16502,21442,23905,34071,29713,31291,29561,29009,25344,16108,11578,8238,4733,2835
경기, 광주시,,남자,177168,26143,7617,7831,11086,12245,17803,15740,16381,14860,14464,12601,8033,5740,3828,1939,857
경기, 광주시,,여자,173238,25056,7260,8671,10356,11660,16268,13973,14910,14701,14545,12743,8075,5838,4410,2794,1978
경기, 양주시,,계,207734,30668,10766,10532,12084,11068,15575,16833,19932,17965,16969,14931,9681,8197,6409,3941,2183
경기, 양주시,,남자,103990,15701,5411,5003,6344,5693,7865,8428,10301,9289,8754,7473,4653,3891,2853,1619,712
경기, 양주시,,여자,103744,14967,5355,5529,5740,5375,7710,8405,9631,8676,8215,7458,5028,4306,3556,2322,1471
경기, 포천시,,계,135779,14760,6220,7120,8203,6730,7676,8600,11499,13286,14232,12827,7410,6255,5229,3636,2096
경기, 포천시,,남자,70116,7701,3166,3585,4634,3664,4149,4448,6104,7099,7649,6864,3771,2983,2201,1410,688
경기, 포천시,,여자,65663,7059,3054,3535,3569,3066,3527,4152,5395,6187,6583,5963,3639,3272,3028,2226,1408
경기, 여주시,,계,102076,11887,4280,4799,5471,4862,6523,6841,8308,9100,9875,9206,6555,4955,4430,3080,1904
경기, 여주시,,남자,51516,6181,2194,2385,2990,2637,3315,3450,4358,4760,5059,4638,3303,2445,1952,1249,600
경기, 여주시,,여자,50560,5706,2086,2414,2481,2225,3208,3391,3950,4340,4816,4568,3252,2510,2478,1831,1304
경기, 연천군,,계,39677,4328,1293,1755,2455,1971,2112,2054,2691,3152,3803,3969,2639,2560,2263,1683,949
경기, 연천군,,남자,20488,2252,703,1037,1498,1118,1134,1098,1494,1690,1982,2049,1314,1186,953,644,336
경기, 연천군,,여자,19189,2076,590,718,957,853,978,956,1197,1462,1821,1920,1325,1374,1310,1039,613
경기, 가평군,,계,55249,5572,1966,2183,2675,2532,3016,3220,4052,4753,5702,5929,4054,3235,2923,2119,1318
경기, 가평군,,남자,27803,2826,1054,1130,1498,1353,1577,1682,2159,2475,2878,3025,2010,1555,1291,869,421
경기, 가평군,,여자,27446,2746,912,1053,1177,1179,1439,1538,1893,2278,2824,2904,2044,1680,1632,1250,897
경기, 양평군,,계,105056,11773,3772,3780,4615,4298,5890,6589,8267,8715,10605,11039,8124,6426,5277,3592,2294
경기, 양평군,,남자,52233,6089,2004,1910,2485,2241,2901,3309,4267,4465,5248,5428,3977,3242,2483,1450,734
경기, 양평군,,여자,52823,5684,1768,1870,2130,2057,2989,3280,4000,4250,5357,5611,4147,3184,2794,2142,1560
강원,소계,,계,1428480,170616,62065,72450,77990,71085,91389,96776,119424,123065,135101,126928,83389,67561,62916,42314,25411
강원,소계,,남자,712617,87736,32295,38595,42852,37564,46503,48988,61613,62930,67831,63620,40482,31591,26651,16187,7179
