상호명,지점명,도로명주소,경도,위도,광역시도,시군구,ID,브랜드명,빽다방 매장수
더본코리아_빽다방경남,고성송학점,경상남도 고성군 고성읍 송학로 140,128.324591768372,34.9775802595891,경상남도,고성군,고성(경남),빽다방,1
더본코리아_빽다방진주경상대,1호점,경상남도 진주시 진주대로516번길 6-1,128.10611029504,35.1522285348872,경상남도,진주시,진주,빽다방,1
빽다방,진주과기대점,경상남도 진주시 동진로 21,128.093475149387,35.179174057515304,경상남도,진주시,진주,빽다방,1
빽다방,경남거창중앙점,경상남도 거창군 거창읍 중앙로 123,127.91184144548201,35.686812100855,경상남도,거창군,거창,빽다방,1
빽다방,하양중앙점,경상북도 경산시 하양읍 하양로 76,128.816755715043,35.9115849613946,경상북도,경산시,경산,빽다방,1
빽다방,포항죽도시장점,경상북도 포항시 북구 중앙로 256-3,129.36528805232598,36.0359111401056,경상북도,북구,북,빽다방,1
빽다방,문화의거리점,경상북도 안동시 서동문로 184,128.73200266850202,36.56593189056579,경상북도,안동시,안동,빽다방,1
빽다방,경산영남대점,경상북도 경산시 대학로 283-2,128.753216906705,35.836803859654005,경상북도,경산시,경산,빽다방,1
빽다방,구미옥계삼구점,경상북도 구미시 옥계북로 27,128.420786514066,36.1386274363725,경상북도,구미시,구미,빽다방,1
빽다방,,경상북도 안동시 광명로 171-1,128.701565398971,36.5629606345863,경상북도,안동시,안동,빽다방,1
빽다방,울진후포점,경상북도 울진군 후포면 후포로 38-1,129.445786566419,36.6790660120971,경상북도,울진군,울진,빽다방,1
빽다방,경주분황사점,경상북도 경주시 알천남로 314,129.23187056491997,35.8425214568643,경상북도,경주시,경주,빽다방,1
빽다방,구미옥계삼구점,경상북도 구미시 옥계북로 33,128.42077073985598,36.1398352192286,경상북도,구미시,구미,빽다방,1
빽다방,경주로데오점,경상북도 경주시 계림로 101,129.213334348854,35.843557253144496,경상북도,경주시,경주,빽다방,1
빽다방경산하양중앙점,경산하양중앙점,경상북도 경산시 하양읍 하양로 74,128.816632740279,35.911477641507204,경상북도,경산시,경산,빽다방,1
빽다방구미상모점,구미상모점,경상북도 구미시 상사서로 77,128.35494083170602,36.0893234993968,경상북도,구미시,구미,빽다방,1
빽다방,포항영일대점,경상북도 포항시 북구 삼호로 237,129.37831667109398,36.0595725575721,경상북도,북구,북,빽다방,1
빽다방,예천신도시점,경상북도 예천군 호명면 새움3로 26,128.48965577867799,36.5764470501342,경상북도,예천군,예천,빽다방,1
빽다방,구미인동점,경상북도 구미시 인동중앙로 8,128.420402919438,36.1062814249427,경상북도,구미시,구미,빽다방,1
빽다방,구미형곡점,경상북도 구미시 신시로 59,128.338819926099,36.1132455296596,경상북도,구미시,구미,빽다방,1
빽다방,구미확장단지점,경상북도 구미시 산동면 신당1로2길 13,128.431722490191,36.155289378256604,경상북도,구미시,구미,빽다방,1
빽다방,포항문덕점,경상북도 포항시 남구 오천읍 원동로 24,129.403280534244,35.9651672799815,경상북도,남구,남,빽다방,1
빽다방,영주가흥동점,경상북도 영주시 대동로34번길 2,128.605931279416,36.8148562703958,경상북도,영주시,영주,빽다방,1
빽다방,광주첨단로데오점,광주광역시 광산구 첨단중앙로106번길 11,126.84367742458599,35.214992048903206,광주광역시,광산구,광주 광산,빽다방,1
빽다방,광주충장로점1호점,광주광역시 동구 중앙로160번길 15-6,126.915110370877,35.1474994334624,광주광역시,동구,광주 동구,빽다방,1
빽다방,전남대후문점,광주광역시 북구 우치로90번길 16,126.91353208625601,35.1754103225278,광주광역시,북구,광주 북구,빽다방,1
빽다방전남대후문,,광주광역시 북구 우치로90번길 16,126.91353208625601,35.1754103225278,광주광역시,북구,광주 북구,빽다방,1
빽다방광주첨단점,광주첨단점,광주광역시 광산구 첨단중앙로152번길 31-9,126.843739933218,35.219878090966795,광주광역시,광산구,광주 광산,빽다방,1
빽다방광주충장로2호점,광주충장로2호점,광주광역시 동구 금남로 246,126.918430335784,35.147898684124996,50956,광주광역시,광주광역,빽다방,1
빽다방광주구시청점,광주구시청점,광주광역시 동구 백서로125번길 45,126.916804199862,35.1455585680059,광주광역시,동구,광주 동구,빽다방,1
빽다방,광주상무메가점,광주광역시 서구 시청로60번길 21-6,126.85442685324301,35.1542060577564,광주광역시,서구,광주 서구,빽다방,1
신쭈꾸미빽다방,,광주광역시 동구 백서로125번길 45,126.916804199862,35.1455585680059,광주광역시,동구,광주 동구,빽다방,1
빽다방,,광주광역시 서구 죽봉대로 95,126.883142321581,35.16192863387,광주광역시,서구,광주 서구,빽다방,1
빽다방,봉선쌍용점,광주광역시 남구 봉선로 172,126.913911806849,35.1228896860916,광주광역시,남구,광주 남구,빽다방,1
빽다방,대구월성원더풀점,대구광역시 달서구 조암로 48,128.524339185145,35.8243922111985,대구광역시,달서구,대구 달서,빽다방,1
빽다방,대구대실역점,대구광역시 달성군 다사읍 대실역북로1길 9,128.46572733922,35.858631840989496,대구광역시,달성군,대구 달성,빽다방,1
빽다방,대구두류우체국점,대구광역시 달서구 달구벌대로344길 34,128.552618060406,35.854982810936,대구광역시,달서구,대구 달서,빽다방,1
빽다방,대구칠곡점,대구광역시 북구 칠곡중앙대로 638,128.55418017213302,35.9520657004991,대구광역시,북구,대구 북구,빽다방,1
빽다방,신매협화점,대구광역시 수성구 신매로 91,128.70696602933998,35.837499431569704,대구광역시,수성구,대구 수성,빽다방,1
빽다방,대구칠곡타운점,대구광역시 북구 학정로 439,128.56334528422198,35.9439382670582,50956,광주광역시,광주광역,빽다방,1
빽다방,대구성서롯데점,대구광역시 달서구 성서로 414,128.507785745972,35.8544415394555,대구광역시,달서구,대구 달서,빽다방,1
빽다방,대구율하광장점,대구광역시 동구 안심로22길 40,128.695680621383,35.8634241363693,대구광역시,동구,대구 동구,빽다방,1
빽다방,대구반월당지하점,대구광역시 중구 달구벌대로 2100,128.593354331461,35.864432724458,대구광역시,중구,대구 중구,빽다방,1
빽다방대구보건대점,대구보건대점,대구광역시 북구 칠곡중앙대로69길 26,128.544486490877,35.9270535341583,대구광역시,북구,대구 북구,빽다방,1
빽다방,대구반월당현대점,대구광역시 중구 달구벌대로 2081-22,128.591369298118,35.867011281225096,대구광역시,중구,대구 중구,빽다방,1
빽다방대구경대병원점,대구경대병원점,대구광역시 중구 동덕로26길 18,128.6042464101,35.8654149606098,대구광역시,중구,대구 중구,빽다방,1
빽다방대구다사세천점,대구다사세천점,대구광역시 달성군 다사읍 세천로 160,128.480260690559,35.874428988716005,대구광역시,달성군,대구 달성,빽다방,1
빽다방대구신월성점,대구신월성점,대구광역시 달서구 조암로 29,128.526830456195,35.8245615847164,대구광역시,달서구,대구 달서,빽다방,1
빽다방대구혁신,,대구광역시 동구 첨단로8길 10,128.731386364404,35.8787056748269,대구광역시,동구,대구 동구,빽다방,1
빽다방,서부정류장역점,대구광역시 달서구 구마로 264,128.55677907682198,35.837288570660604,대구광역시,달서구,대구 달서,빽다방,1
빽다방,만촌점,대구광역시 수성구 교학로 58,128.65180081043601,35.8500422242449,대구광역시,수성구,대구 수성,빽다방,1
빽다방,대구대실역점,대구광역시 달성군 다사읍 달구벌대로 866,128.464086074247,35.858187526381705,대구광역시,달성군,대구 달성,빽다방,1
빽다방,대전둔산향촌점,대전광역시 서구 둔산로 14,127.37538491873501,36.3521757723818,대전광역시,서구,대전 서구,빽다방,1
빽다방,대전은행점,대전광역시 중구 중앙로156번길 24,127.42733707567601,36.3279399841029,대전광역시,중구,대전 중구,빽다방,1
빽다방,대전터미널서관점,대전광역시 동구 동서대로 1689,127.43669956546302,36.3502454253977,대전광역시,동구,대전 동구,빽다방,1
빽다방,대전시청역점,대전광역시 서구 둔산중로 40,127.387254130729,36.3503085496506,대전광역시,서구,대전 서구,빽다방,1
빽다방,대전관평중점,대전광역시 유성구 테크노4로 115,127.38915921358802,36.4244185526288,대전광역시,유성구,대전 유성,빽다방,1
빽다방,대전한남대점,대전광역시 대덕구 한남로 27,127.42508486368,36.3509922260651,대전광역시,대덕구,대전 대덕,빽다방,1
빽다방,대전송촌공원점,대전광역시 대덕구 송촌북로16번길 58,127.439646568262,36.3649947263207,대전광역시,대덕구,대전 대덕,빽다방,1
빽다방가오CGV점,가오CGV점,대전광역시 동구 은어송로 59,127.455799210476,36.306496854017404,대전광역시,동구,대전 동구,빽다방,1
빽다방,대전둔산중앙점,대전광역시 서구 대덕대로185번길 22,127.376357496638,36.350369342758896,대전광역시,서구,대전 서구,빽다방,1
빽다방,대전배재대점,대전광역시 서구 배재로 160,127.37045280133002,36.322660985430396,대전광역시,서구,대전 서구,빽다방,1
빽다방,충남대후문점,대전광역시 유성구 궁동로18번길 37,127.34941412244899,36.3628791926385,대전광역시,유성구,대전 유성,빽다방,1
빽다방,대전법원점,대전광역시 서구 둔산로137번길 27,127.389007916073,36.3525706518097,대전광역시,서구,대전 서구,빽다방,1
빽다방대전우송대점,대전우송대점,대전광역시 동구 동대전로 169,127.44738818236401,36.337046911539296,대전광역시,동구,대전 동구,빽다방,1
빽다방서대전홈플러스점,서대전홈플러스점,대전광역시 중구 계백로1686번길 16,127.406805520845,36.3196564693977,대전광역시,중구,대전 중구,빽다방,1
빽다방대전관저중앙점,대전관저중앙점,대전광역시 서구 관저로 157,127.33977712701099,36.2993062681105,대전광역시,서구,대전 서구,빽다방,1
빽다방,대전중앙로지하점,대전광역시 중구 중앙로 145,127.424883932736,36.3283157455132,대전광역시,중구,대전 중구,빽다방,1
빽다방,대전탄방로데오점,대전광역시 서구 둔산중로14번길 36,127.388857185121,36.34762202293,대전광역시,서구,대전 서구,빽다방,1
빽다방대전역점대전역점,대전역점,대전광역시 동구 대전로815번길 3,127.43180595888398,36.3321972057211,대전광역시,동구,대전 동구,빽다방,1
빽다방,대전선병원점,대전광역시 중구 목중로 18,127.41178439735701,36.3358675883064,대전광역시,중구,대전 중구,빽다방,1
빽다방충남대병원점,충남대병원점,대전광역시 중구 계룡로920번길 36,127.415153963701,36.3187332617667,대전광역시,중구,대전 중구,빽다방,1
빽다방,전민중앙점,대전광역시 유성구 유성대로 1740,127.40252140153,36.3993685856352,대전광역시,유성구,대전 유성,빽다방,1
빽다방,서대전샘물타운점,대전광역시 유성구 원내로 38,127.319833098575,36.2996631299199,대전광역시,유성구,대전 유성,빽다방,1
빽다방대전가수원중앙점,대전가수원중앙점,대전광역시 서구 계백로 1135,127.34950748696501,36.3047581145972,대전광역시,서구,대전 서구,빽다방,1
빽다방,대전유천버드내점,대전광역시 중구 태평로 22-1,127.392389458464,36.3188540485425,대전광역시,중구,대전 중구,빽다방,1
빽다방,서대전홈플러스점,대전광역시 중구 계백로 1690,127.407702803638,36.320291796817706,대전광역시,중구,대전 중구,빽다방,1
빽다방,탑립테크노점,대전광역시 유성구 테크노10로 31,127.41074171993,36.4165510384788,대전광역시,유성구,대전 유성,빽다방,1
빽다방,죽동점,대전광역시 유성구 죽동로 295,127.338091271824,36.369639422287705,대전광역시,유성구,대전 유성,빽다방,1
빽다방,대전월평역점,대전광역시 서구 월평중로 20,127.36419829712099,36.35635263948429,대전광역시,서구,대전 서구,빽다방,1
빽다방,대전정부청사점,대전광역시 서구 둔산중로134번길 29,127.388723573868,36.3590131232589,대전광역시,서구,대전 서구,빽다방,1
빽다방,부산중앙사거리점,부산광역시 중구 중앙대로81번길 8,129.03531326137102,35.1050986955423,부산광역시,중구,부산 중구,빽다방,1
빽다방,반여대림점,부산광역시 해운대구 선수촌로 95,129.117250138915,35.2006664588786,부산광역시,해운대구,부산 해운대,빽다방,1
빽다방,부산광복로점,부산광역시 중구 남포길 25-6,129.031692023169,35.0988828433885,부산광역시,중구,부산 중구,빽다방,1
빽다방,부산대점,부산광역시 금정구 부산대학로64번길 34,129.084856994117,35.233041164266794,부산광역시,금정구,부산 금정,빽다방,1
역전우동&빽다방,부산대역점,부산광역시 금정구 장전온천천로 51,129.088897622113,35.2295886565065,부산광역시,금정구,부산 금정,빽다방,1
빽다방,부산경성대점,부산광역시 남구 수영로298번길 9,129.099177259531,35.136427788736896,부산광역시,남구,부산 남구,빽다방,1
홍콩반점&빽다방Ⅰ,부산구남역점,부산광역시 북구 백양대로 1038,128.996134957382,35.1980366921032,부산광역시,북구,부산 북구,빽다방,1
빽다방,,부산광역시 부산진구 중앙대로680번가길 9,129.06074567789,35.1538516943062,부산광역시,부산진구,부산 부산진,빽다방,1
빽다방,서면롯데점,부산광역시 부산진구 서면로 63-1,129.05762913414,35.1564298810684,부산광역시,부산진구,부산 부산진,빽다방,1
빽다방,부산구남역점,부산광역시 북구 백양대로 1038,128.996134957382,35.1980366921032,부산광역시,북구,부산 북구,빽다방,1
빽다방,서면영광도서점,부산광역시 부산진구 서면문화로 11-2,129.057196894265,35.158651079039004,부산광역시,부산진구,부산 부산진,빽다방,1
빽다방부산대역점,부산대역점,부산광역시 금정구 장전온천천로 51,129.088897622113,35.2295886565065,부산광역시,금정구,부산 금정,빽다방,1
빽다방,부산사직시장점,부산광역시 동래구 사직북로 26,129.060443230468,35.198184676393105,부산광역시,동래구,부산 동래,빽다방,1
빽다방남포광장점,남포광장점,부산광역시 중구 비프광장로 13-1,129.026830457615,35.0986627073677,부산광역시,중구,부산 중구,빽다방,1
빽다방부산장림점,부산장림점,부산광역시 사하구 장림번영로103번길 5,128.976363409367,35.0808891644535,부산광역시,사하구,부산 사하,빽다방,1
홍콩반점앤빽다방,부산구남역점,부산광역시 북구 백양대로 1038,128.996134957382,35.1980366921032,부산광역시,북구,부산 북구,빽다방,1
빽다방,부산재송점,부산광역시 해운대구 재반로 86,129.12575017235,35.186363951085205,부산광역시,해운대구,부산 해운대,빽다방,1
빽다방커피,,서울특별시 서초구 서초중앙로22길 25,127.01544686795799,37.4934611599069,서울특별시,서초구,서울 서초,빽다방,1
빽다방둔촌동역점,둔촌동역점,서울특별시 강동구 양재대로 1339,127.13498881066201,37.5259430693418,서울특별시,강동구,서울 강동,빽다방,1
빽다방,명동중앙우체국점,서울특별시 중구 남대문로 58-1,126.981850842876,37.56242188892,서울특별시,중구,서울 중구,빽다방,1
빽다방명일역점,명일역점,서울특별시 강동구 구천면로 418,127.145015066217,37.5505068029229,서울특별시,강동구,서울 강동,빽다방,1
빽다방,구로로제리움점,서울특별시 구로구 가마산로26길 5,126.89098050282499,37.496079587908,서울특별시,구로구,서울 구로,빽다방,1
빽다방,우장산역점,서울특별시 강서구 강서로 245,126.83598907708999,37.547558375193404,서울특별시,강서구,서울 강서,빽다방,1
빽다방성신여대점,성신여대점,서울특별시 성북구 동소문로20나길 3,127.016766340116,37.5919656787661,서울특별시,성북구,서울 성북,빽다방,1
빽다방신림역1호점,신림역1호점,서울특별시 관악구 남부순환로 1592,126.927572287783,37.4836856261236,서울특별시,관악구,서울 관악,빽다방,1
빽다방,강북구청점,서울특별시 강북구 도봉로87길 48,127.02325996308399,37.639188898570204,서울특별시,강북구,서울 강북,빽다방,1
빽다방,신용산역점,서울특별시 용산구 새창로 213,126.967248983334,37.5304611874171,서울특별시,용산구,서울 용산,빽다방,1
빽다방,신촌역점,서울특별시 서대문구 연세로2길 6,126.937132290814,37.5558646553565,서울특별시,서대문구,서울 서대문,빽다방,1
빽다방서초우성점,서초우성점,서울특별시 서초구 사임당로 181,127.029305512251,37.493026201836706,서울특별시,서초구,서울 서초,빽다방,1
빽다방,원효용문시장점,서울특별시 용산구 새창로 132,126.96122513212299,37.535697489537704,서울특별시,용산구,서울 용산,빽다방,1
빽다방PAIKSCOFFEE,,서울특별시 마포구 마포대로4길 16,126.946484041253,37.5387565919428,서울특별시,마포구,서울 마포,빽다방,1
빽다방,,서울특별시 용산구 한강대로 401,126.97231088870001,37.5540406316575,서울특별시,용산구,서울 용산,빽다방,1
빽다방강동역헤르셔점,강동역헤르셔점,서울특별시 강동구 천호대로 1089,127.133078371911,37.5365615358794,서울특별시,강동구,서울 강동,빽다방,1
빽다방,아차산점,서울특별시 광진구 천호대로129길 17,127.090595663141,37.5528574310588,서울특별시,광진구,서울 광진,빽다방,1
빽다방,수서역점,서울특별시 강남구 밤고개로1길 10,127.101842066177,37.488013362892396,서울특별시,강남구,서울 강남,빽다방,1
빽다방,건대로데오점,서울특별시 광진구 아차산로 220,127.06763752098499,37.5406223162116,서울특별시,광진구,서울 광진,빽다방,1
스시마이우강남역빽다방,,서울특별시 서초구 서초대로73길 7,127.025258710394,37.4981198862454,서울특별시,서초구,서울 서초,빽다방,1
빽다방,응암역이마트점,서울특별시 은평구 은평로 101,126.91906488865,37.5999955215884,서울특별시,은평구,서울 은평,빽다방,1
빽다방,가락시장역점,서울특별시 송파구 송파대로28길 27,127.120080194832,37.494881541292294,서울특별시,송파구,서울 송파,빽다방,1
빽다방,불광역점,서울특별시 은평구 통일로 738,126.929387929191,37.6114065814111,서울특별시,은평구,서울 은평,빽다방,1
빽다방,은평초교점,서울특별시 은평구 은평로 235,126.933906059207,37.601166707849394,서울특별시,은평구,서울 은평,빽다방,1
빽다방,잠실역지하도점,서울특별시 송파구 올림픽로 265,127.10057443601102,37.513566782124,서울특별시,송파구,서울 송파,빽다방,1
빽다방,,서울특별시 노원구 노해로 482,127.061696492649,37.654268819238,서울특별시,노원구,서울 노원,빽다방,1
빽다방,영등포신세계점,서울특별시 영등포구 영중로 5,126.906159758204,37.5168190043624,서울특별시,영등포구,서울 영등포,빽다방,1
빽다방,대치동학원가점,서울특별시 강남구 도곡로77길 8,127.058634041631,37.4988951550687,서울특별시,강남구,서울 강남,빽다방,1
빽다방압구정로데오점,압구정로데오점,서울특별시 강남구 선릉로161길 25,127.038363739911,37.5274034130564,서울특별시,강남구,서울 강남,빽다방,1
빽다방강남소망점,강남소망점,서울특별시 강남구 언주로159길 3,127.032623411179,37.5242298839832,서울특별시,강남구,서울 강남,빽다방,1
빽다방,광희동사거리점,서울특별시 중구 마른내로 159-1,127.00585005469,37.5647528820446,서울특별시,중구,서울 중구,빽다방,1
PAIKSCOFFEE,,서울특별시 송파구 올림픽로35길 104,127.099289046588,37.5198103241711,서울특별시,송파구,서울 송파,빽다방,1
빽다방,,서울특별시 강남구 봉은사로 524,127.057100286394,37.5129393969289,서울특별시,강남구,서울 강남,빽다방,1
빽다방방화사거리점,방화사거리점,서울특별시 강서구 금낭화로 91-2,126.811063028353,37.573638084054,서울특별시,강서구,서울 강서,빽다방,1
빽다방,반포고투몰2호점,서울특별시 서초구 신반포로 194,127.00681633008001,37.5064271601893,서울특별시,서초구,서울 서초,빽다방,1
빽다방,,서울특별시 강동구 천호옛길 94,127.12603588823099,37.536942133081006,서울특별시,강동구,서울 강동,빽다방,1
빽다방,잠실신천점,서울특별시 송파구 백제고분로7길 45,127.083922003993,37.5109248548268,서울특별시,송파구,서울 송파,빽다방,1
빽다방중앙대병원점,중앙대병원점,서울특별시 동작구 흑석로 93,126.959796109016,37.5074190727333,서울특별시,동작구,서울 동작,빽다방,1
역전우동&빽다방,동대문역점,서울특별시 종로구 종로 300-1,127.011227014076,37.5715828962124,서울특별시,종로구,서울 종로,빽다방,1
빽다방중계은행사거리점,중계은행사거리점,서울특별시 노원구 한글비석로 235,127.07632724025801,37.648788857427895,서울특별시,노원구,서울 노원,빽다방,1
빽다방,성수역롯데캐슬점,서울특별시 성동구 성수이로 113,127.057113642168,37.5451341119425,서울특별시,성동구,서울 성동,빽다방,1
빽다방,잠실장미상가점,서울특별시 송파구 올림픽로35길 104,127.09845837849,37.5164520546919,서울특별시,송파구,서울 송파,빽다방,1
홍콩반점&빽다방,어린이대공원역점,서울특별시 광진구 광나루로 381-1,127.072308882533,37.548092780392295,서울특별시,광진구,서울 광진,빽다방,1
빽다방,강남역지하도점,서울특별시 강남구 강남대로 396,127.02828915989099,37.4981538632695,서울특별시,강남구,서울 강남,빽다방,1
빽다방,서여의도점,서울특별시 영등포구 국회대로68길 11,126.91965710173001,37.5292244602697,서울특별시,영등포구,서울 영등포,빽다방,1
빽다방,홍대입구점,서울특별시 마포구 와우산로23길 44,126.923679579396,37.5547786713844,서울특별시,마포구,서울 마포,빽다방,1
빽다방논현본점,논현본점,서울특별시 강남구 봉은사로1길 35,127.024034656323,37.5070121958227,서울특별시,강남구,서울 강남,빽다방,1
빽다방,구로삼성IT점,서울특별시 구로구 디지털로33길 27,126.894656689343,37.4860493561836,서울특별시,구로구,서울 구로,빽다방,1
빽다방,대학로CGV점,서울특별시 종로구 대학로 143,127.00129137588002,37.5840237347298,서울특별시,종로구,서울 종로,빽다방,1
빽다방공덕새창로점,공덕새창로점,서울특별시 마포구 새창로 15-1,126.95182155306601,37.542228055760496,서울특별시,마포구,서울 마포,빽다방,1
빽다방-목동사거리점,목동사거리점,서울특별시 강서구 곰달래로 272,126.863156203089,37.5321720709016,서울특별시,강서구,서울 강서,빽다방,1
빽다방,등촌성당점,서울특별시 강서구 공항대로41길 51,126.845763651157,37.5602237439063,서울특별시,강서구,서울 강서,빽다방,1
빽다방,역삼GS점,서울특별시 강남구 봉은사로30길 73,127.037105519249,37.5029385751086,서울특별시,강남구,서울 강남,빽다방,1
빽다방,,서울특별시 종로구 종로 300,127.01109142283,37.571563739584604,서울특별시,종로구,서울 종로,빽다방,1
빽다방,남대문시장점,서울특별시 중구 퇴계로 37,126.97631380603599,37.558436453144395,서울특별시,중구,서울 중구,빽다방,1
빽다방,반포고투몰점,서울특별시 서초구 신반포로 176,127.00239321346001,37.5039300142165,서울특별시,서초구,서울 서초,빽다방,1
빽다방종암사거리점,종암사거리점,서울특별시 성북구 종암로 132,127.03349841647801,37.6019072022586,서울특별시,성북구,서울 성북,빽다방,1
빽다방서울과기대점,서울과기대점,서울특별시 노원구 공릉로 217,127.077097252402,37.6286837276645,서울특별시,노원구,서울 노원,빽다방,1
빽다방을지로입구역점,을지로입구역점,서울특별시 중구 남대문로9길 10,126.981870598664,37.566792112985894,서울특별시,중구,서울 중구,빽다방,1
빽다방한양대점,한양대점,서울특별시 성동구 마조로 21,127.040809885254,37.5598971216855,서울특별시,성동구,서울 성동,빽다방,1
빽다방천호역로데오점,천호역로데오점,서울특별시 강동구 올림픽로70길 57,127.12675657259899,37.5391820827379,서울특별시,강동구,서울 강동,빽다방,1
빽다방반포고투몰2호점,반포고투몰2호점,서울특별시 서초구 신반포로 200,127.005032097372,37.5062139130796,서울특별시,서초구,서울 서초,빽다방,1
빽다방중랑역동부시장점,중랑역동부시장점,서울특별시 중랑구 망우로32길 14,127.07641420398399,37.5932314069636,서울특별시,중랑구,서울 중랑,빽다방,1
빽다방종로관철점,종로관철점,서울특별시 종로구 종로10길 21,126.984523560147,37.5689864732841,서울특별시,종로구,서울 종로,빽다방,1
빽다방역삼테헤란로점,역삼테헤란로점,서울특별시 강남구 테헤란로10길 25,127.03300134683501,37.497570802009,서울특별시,강남구,서울 강남,빽다방,1
